CustomerKey,TotalSpent,SpendingSegment
14645,1678.96,Medium Spender
14650,1678.96,Medium Spender
14867,1678.96,Medium Spender
14875,1678.96,Medium Spender
14893,1678.96,Medium Spender
14900,1678.96,Medium Spender
14910,1678.96,Medium Spender
16712,1678.96,Medium Spender
17056,1678.96,Medium Spender
17065,1678.96,Medium Spender
17071,1678.96,Medium Spender
17079,1678.96,Medium Spender
17293,1678.96,Medium Spender
18924,1678.96,Medium Spender
18936,1678.96,Medium Spender
13008,1677.5536,Medium Spender
22104,1676.88,Medium Spender
22716,1676.88,Medium Spender
23398,1676.88,Medium Spender
25708,1676.88,Medium Spender
27583,1676.88,Medium Spender
28314,1676.88,Medium Spender
18320,1676.5378,Medium Spender
15874,1664.46,Medium Spender
24221,1661.91,Medium Spender
16664,1658.94,Medium Spender
16707,1658.94,Medium Spender
22450,1658.94,Medium Spender
27774,1658.64,Medium Spender
13701,1651.92,Medium Spender
19640,1641.0,Medium Spender
12106,1638.63,Medium Spender
11803,1637.0148,Medium Spender
13778,1635.1146,Medium Spender
13789,1635.1146,Medium Spender
13790,1635.1146,Medium Spender
14137,1635.1146,Medium Spender
14139,1635.1146,Medium Spender
14140,1635.1146,Medium Spender
17975,1635.1146,Medium Spender
18004,1635.1146,Medium Spender
21087,1635.1146,Medium Spender
21108,1635.1146,Medium Spender
21667,1635.1146,Medium Spender
22619,1635.1146,Medium Spender
23616,1635.1146,Medium Spender
13998,1633.1052,Medium Spender
13048,1630.1299,Medium Spender
17510,1626.9,Medium Spender
21817,1626.9,Medium Spender
16497,1623.4432,Medium Spender
12146,1617.4224,Medium Spender
19604,1616.1299,Medium Spender
13664,1615.2,Medium Spender
14806,1611.969,Medium Spender
17248,1608.96,Medium Spender
19101,1608.6889,Medium Spender
14496,1606.2684,Medium Spender
14497,1606.2684,Medium Spender
14520,1606.2684,Medium Spender
14565,1606.2684,Medium Spender
14874,1606.2684,Medium Spender
17048,1606.2684,Medium Spender
17241,1606.2684,Medium Spender
17278,1606.2684,Medium Spender
17299,1606.2684,Medium Spender
18923,1606.2684,Medium Spender
18947,1606.2684,Medium Spender
13175,1604.812,Medium Spender
15340,1604.5504,Medium Spender
29128,1600.66,Medium Spender
22508,1598.96,Medium Spender
15536,1598.3695,Medium Spender
18181,1595.3693,Medium Spender
14531,1595.1999,Medium Spender
15879,1593.2652,Medium Spender
29094,1592.68,Medium Spender
16662,1586.68,Medium Spender
28667,1580.8346,Medium Spender
13795,1578.94,Medium Spender
15866,1573.5536,Medium Spender
13844,1570.78,Medium Spender
14576,1570.78,Medium Spender
18953,1570.78,Medium Spender
11233,1570.7433,Medium Spender
11712,1567.6,Medium Spender
15157,1567.44,Medium Spender
18968,1565.9172,Medium Spender
11748,1558.3072,Medium Spender
15828,1556.88,Medium Spender
17294,1554.88,Medium Spender
24957,1554.68,Medium Spender
26902,1554.68,Medium Spender
26941,1554.68,Medium Spender
26945,1554.68,Medium Spender
27123,1554.68,Medium Spender
27134,1554.68,Medium Spender
27771,1554.68,Medium Spender
27773,1554.68,Medium Spender
27859,1554.68,Medium Spender
27900,1554.68,Medium Spender
28369,1554.68,Medium Spender
28509,1554.68,Medium Spender
28672,1554.68,Medium Spender
28705,1554.68,Medium Spender
28859,1554.68,Medium Spender
29019,1554.68,Medium Spender
29048,1554.68,Medium Spender
29095,1554.68,Medium Spender
29362,1554.68,Medium Spender
29363,1554.68,Medium Spender
29371,1554.68,Medium Spender
15426,1552.4782,Medium Spender
25081,1551.9884,Medium Spender
25722,1551.9884,Medium Spender
25723,1551.9884,Medium Spender
26224,1551.9884,Medium Spender
26357,1551.9884,Medium Spender
26939,1551.9884,Medium Spender
26950,1551.9884,Medium Spender
27005,1551.9884,Medium Spender
27118,1551.9884,Medium Spender
27133,1551.9884,Medium Spender
27138,1551.9884,Medium Spender
27780,1551.9884,Medium Spender
27791,1551.9884,Medium Spender
27801,1551.9884,Medium Spender
27881,1551.9884,Medium Spender
27899,1551.9884,Medium Spender
28400,1551.9884,Medium Spender
28482,1551.9884,Medium Spender
28500,1551.9884,Medium Spender
28502,1551.9884,Medium Spender
28507,1551.9884,Medium Spender
28684,1551.9884,Medium Spender
28691,1551.9884,Medium Spender
28699,1551.9884,Medium Spender
28770,1551.9884,Medium Spender
28847,1551.9884,Medium Spender
28854,1551.9884,Medium Spender
28869,1551.9884,Medium Spender
29065,1551.9884,Medium Spender
29080,1551.9884,Medium Spender
29085,1551.9884,Medium Spender
29461,1551.9884,Medium Spender
17468,1550.3894,Medium Spender
27845,1538.64,Medium Spender
29054,1538.64,Medium Spender
11821,1533.3745,Medium Spender
27854,1532.4,Medium Spender
14208,1523.4828,Medium Spender
24956,1520.66,Medium Spender
25364,1520.66,Medium Spender
26952,1520.66,Medium Spender
26964,1520.66,Medium Spender
27770,1520.66,Medium Spender
27776,1520.66,Medium Spender
27784,1520.66,Medium Spender
27898,1520.66,Medium Spender
29460,1520.66,Medium Spender
24447,1519.2768,Medium Spender
27792,1519.2768,Medium Spender
28108,1519.2768,Medium Spender
28494,1519.2768,Medium Spender
28528,1519.2768,Medium Spender
28531,1519.2768,Medium Spender
28769,1519.2768,Medium Spender
29068,1519.2768,Medium Spender
29455,1519.2768,Medium Spender
25856,1516.5,Medium Spender
27006,1516.5,Medium Spender
27897,1516.5,Medium Spender
28472,1516.5,Medium Spender
14982,1514.66,Medium Spender
14194,1511.7711,Medium Spender
13621,1509.4824,Medium Spender
25362,1502.68,Medium Spender
28434,1502.68,Medium Spender
29463,1502.68,Medium Spender
28388,1501.9884,Medium Spender
28485,1501.9884,Medium Spender
28548,1501.9884,Medium Spender
28828,1501.9884,Medium Spender
28518,1500.6,Medium Spender
16948,1499.64,Medium Spender
15598,1499.3188,Medium Spender
14480,1494.9494,Medium Spender
17422,1492.5281,Medium Spender
15559,1490.93,Medium Spender
12691,1488.502,Medium Spender
12077,1481.8096,Medium Spender
12006,1474.851,Medium Spender
15787,1473.8094,Medium Spender
11419,1466.3052,Medium Spender
19934,1458.621,Medium Spender
11723,1452.57,Medium Spender
18852,1451.15,Medium Spender
14282,1450.0794,Medium Spender
17619,1445.6238,Medium Spender
13116,1443.12,Medium Spender
13003,1441.0452,Medium Spender
19580,1435.1304,Medium Spender
14561,1430.0336,Medium Spender
19709,1428.9852,Medium Spender
14934,1428.258,Medium Spender
12821,1424.8094,Medium Spender
13707,1414.0,Medium Spender
17078,1411.2504,Medium Spender
16177,1405.9528,Medium Spender
14582,1403.91,Medium Spender
12311,1401.9922,Medium Spender
13785,1397.7936,Medium Spender
16016,1396.6694,Medium Spender
12136,1392.2034,Medium Spender
14993,1392.0382,Medium Spender
11499,1390.26,Medium Spender
11881,1388.1,Medium Spender
17579,1377.9024,Medium Spender
11118,1376.9,Medium Spender
13627,1372.9704,Medium Spender
12260,1371.0285,Medium Spender
12361,1370.181,Medium Spender
12652,1369.7142,Medium Spender
14156,1362.65,Medium Spender
12513,1359.5785,Medium Spender
11975,1359.5052,Medium Spender
13043,1359.2652,Medium Spender
12431,1358.63,Medium Spender
17337,1349.81,Medium Spender
17360,1347.1311,Medium Spender
16247,1346.7072,Medium Spender
16338,1346.6886,Medium Spender
11222,1343.3556,Medium Spender
11788,1337.7,Medium Spender
19610,1334.9772,Medium Spender
17509,1333.9634,Medium Spender
13628,1333.0452,Medium Spender
19015,1329.7824,Medium Spender
19955,1321.086,Medium Spender
14100,1317.6,Medium Spender
13092,1309.9865,Medium Spender
16085,1309.8694,Medium Spender
11197,1296.78,Medium Spender
17371,1294.8411,Medium Spender
17814,1292.2105,Medium Spender
14686,1292.15,Medium Spender
14694,1288.8912,Medium Spender
12412,1285.671,Medium Spender
12682,1284.7,Medium Spender
19814,1279.92,Medium Spender
12704,1277.3905,Medium Spender
18382,1276.3785,Medium Spender
14353,1272.64,Medium Spender
13290,1270.32,Medium Spender
17840,1269.75,Medium Spender
15606,1267.987,Medium Spender
13137,1263.3852,Medium Spender
14787,1263.352,Medium Spender
13760,1261.8736,Medium Spender
18286,1254.9852,Medium Spender
11059,1254.2488,Medium Spender
17809,1254.142,Medium Spender
12191,1252.3,Medium Spender
16870,1251.6372,Medium Spender
12865,1251.3788,Medium Spender
14099,1247.363,Medium Spender
16181,1246.1052,Medium Spender
18644,1244.28,Medium Spender
14069,1242.1632,Medium Spender
15543,1239.9365,Medium Spender
16230,1237.96,Medium Spender
16493,1237.96,Medium Spender
18960,1237.96,Medium Spender
19142,1237.96,Medium Spender
19995,1237.96,Medium Spender
13184,1237.15,Medium Spender
13708,1235.8094,Medium Spender
18978,1233.4572,Medium Spender
17302,1232.4114,Medium Spender
11713,1231.4304,Medium Spender
19808,1229.94,Medium Spender
19837,1229.94,Medium Spender
20891,1229.94,Medium Spender
15025,1229.7438,Medium Spender
20047,1226.1146,Medium Spender
23695,1225.6542,Medium Spender
16332,1224.8052,Medium Spender
11673,1223.3556,Medium Spender
11201,1221.849,Medium Spender
23668,1221.2686,Medium Spender
23813,1221.2686,Medium Spender
29314,1221.2686,Medium Spender
13099,1219.65,Medium Spender
16211,1217.9,Medium Spender
19992,1217.9,Medium Spender
24536,1217.9,Medium Spender
18826,1216.0224,Medium Spender
23688,1214.85,Medium Spender
23788,1214.85,Medium Spender
25379,1214.85,Medium Spender
25411,1214.85,Medium Spender
25594,1214.85,Medium Spender
26946,1214.85,Medium Spender
27169,1214.85,Medium Spender
27876,1214.85,Medium Spender
28103,1214.85,Medium Spender
28580,1214.85,Medium Spender
28664,1214.85,Medium Spender
14685,1210.2738,Medium Spender
22131,1208.92,Medium Spender
23016,1208.92,Medium Spender
26931,1208.92,Medium Spender
14953,1207.15,Medium Spender
17676,1206.98,Medium Spender
18649,1206.98,Medium Spender
21769,1206.98,Medium Spender
22225,1206.98,Medium Spender
22644,1206.98,Medium Spender
23026,1206.98,Medium Spender
23082,1206.98,Medium Spender
23125,1206.98,Medium Spender
23141,1206.98,Medium Spender
23146,1206.98,Medium Spender
23355,1206.98,Medium Spender
23856,1206.98,Medium Spender
23882,1206.98,Medium Spender
23884,1206.98,Medium Spender
23898,1206.98,Medium Spender
24024,1206.98,Medium Spender
24060,1206.98,Medium Spender
24254,1206.98,Medium Spender
24329,1206.98,Medium Spender
25548,1206.98,Medium Spender
27131,1206.98,Medium Spender
27599,1206.98,Medium Spender
27691,1206.98,Medium Spender
27692,1206.98,Medium Spender
27885,1206.98,Medium Spender
27982,1206.98,Medium Spender
28205,1206.98,Medium Spender
28428,1206.98,Medium Spender
28534,1206.98,Medium Spender
29186,1206.98,Medium Spender
12196,1205.3888,Medium Spender
15376,1202.5188,Medium Spender
11146,1198.2488,Medium Spender
11114,1195.6,Medium Spender
13641,1191.6972,Medium Spender
18203,1187.96,Medium Spender
21038,1181.8452,Medium Spender
11071,1181.32,Medium Spender
18963,1179.96,Medium Spender
18198,1179.94,Medium Spender
19140,1179.94,Medium Spender
15137,1179.1608,Medium Spender
15132,1177.7142,Medium Spender
12627,1177.1304,Medium Spender
25839,1177.0704,Medium Spender
18656,1174.1724,Medium Spender
21448,1174.1724,Medium Spender
21921,1174.1724,Medium Spender
22216,1174.1724,Medium Spender
22481,1174.1724,Medium Spender
22784,1174.1724,Medium Spender
23021,1174.1724,Medium Spender
23038,1174.1724,Medium Spender
23371,1174.1724,Medium Spender
23375,1174.1724,Medium Spender
23902,1174.1724,Medium Spender
25611,1174.1724,Medium Spender
28210,1174.1724,Medium Spender
28424,1174.1724,Medium Spender
29291,1174.1724,Medium Spender
29398,1174.1724,Medium Spender
22665,1173.94,Medium Spender
17347,1173.4394,Medium Spender
16617,1173.18,Medium Spender
14119,1172.9494,Medium Spender
18314,1170.7452,Medium Spender
15549,1169.94,Medium Spender
19723,1169.94,Medium Spender
24565,1169.94,Medium Spender
16083,1167.9,Medium Spender
18990,1167.9,Medium Spender
15760,1167.32,Medium Spender
16222,1165.94,Medium Spender
18650,1165.94,Medium Spender
21089,1165.94,Medium Spender
21597,1165.94,Medium Spender
22261,1165.94,Medium Spender
22288,1165.94,Medium Spender
22289,1165.94,Medium Spender
22293,1165.94,Medium Spender
22306,1165.94,Medium Spender
22471,1165.94,Medium Spender
22506,1165.94,Medium Spender
22603,1165.94,Medium Spender
22871,1165.94,Medium Spender
23039,1165.94,Medium Spender
23041,1165.94,Medium Spender
23112,1165.94,Medium Spender
23318,1165.94,Medium Spender
23326,1165.94,Medium Spender
23341,1165.94,Medium Spender
23373,1165.94,Medium Spender
23399,1165.94,Medium Spender
23407,1165.94,Medium Spender
23848,1165.94,Medium Spender
25746,1165.94,Medium Spender
26222,1165.94,Medium Spender
27707,1165.94,Medium Spender
27802,1165.94,Medium Spender
27890,1165.94,Medium Spender
27984,1165.94,Medium Spender
14554,1165.5675,Medium Spender
16019,1164.5568,Medium Spender
22620,1164.5568,Medium Spender
11890,1163.9772,Medium Spender
26376,1163.16,Medium Spender
14808,1161.3438,Medium Spender
15795,1158.0972,Medium Spender
17801,1157.28,Medium Spender
13670,1155.181,Medium Spender
11128,1152.4205,Medium Spender
18925,1150.52,Medium Spender
16218,1149.96,Medium Spender
16354,1149.96,Medium Spender
19803,1149.96,Medium Spender
20751,1149.96,Medium Spender
21465,1149.96,Medium Spender
21608,1149.96,Medium Spender
21942,1149.96,Medium Spender
22082,1149.96,Medium Spender
22129,1149.96,Medium Spender
22273,1149.96,Medium Spender
22282,1149.96,Medium Spender
22329,1149.96,Medium Spender
22372,1149.96,Medium Spender
22525,1149.96,Medium Spender
22610,1149.96,Medium Spender
22650,1149.96,Medium Spender
22666,1149.96,Medium Spender
22717,1149.96,Medium Spender
22789,1149.96,Medium Spender
23145,1149.96,Medium Spender
23161,1149.96,Medium Spender
23170,1149.96,Medium Spender
23187,1149.96,Medium Spender
23269,1149.96,Medium Spender
23319,1149.96,Medium Spender
23584,1149.96,Medium Spender
23901,1149.96,Medium Spender
24296,1149.96,Medium Spender
24334,1149.96,Medium Spender
24335,1149.96,Medium Spender
25303,1149.96,Medium Spender
25550,1149.96,Medium Spender
25612,1149.96,Medium Spender
25615,1149.96,Medium Spender
25705,1149.96,Medium Spender
26356,1149.96,Medium Spender
26885,1149.96,Medium Spender
26932,1149.96,Medium Spender
26960,1149.96,Medium Spender
27141,1149.96,Medium Spender
27781,1149.96,Medium Spender
27852,1149.96,Medium Spender
28351,1149.96,Medium Spender
28525,1149.96,Medium Spender
28693,1149.96,Medium Spender
29096,1149.96,Medium Spender
11736,1148.7385,Medium Spender
16015,1147.2684,Medium Spender
19209,1147.2684,Medium Spender
20069,1147.2684,Medium Spender
20977,1147.2684,Medium Spender
21791,1147.2684,Medium Spender
21912,1147.2684,Medium Spender
22016,1147.2684,Medium Spender
22130,1147.2684,Medium Spender
22135,1147.2684,Medium Spender
22274,1147.2684,Medium Spender
22291,1147.2684,Medium Spender
22327,1147.2684,Medium Spender
22346,1147.2684,Medium Spender
22414,1147.2684,Medium Spender
22463,1147.2684,Medium Spender
22477,1147.2684,Medium Spender
22651,1147.2684,Medium Spender
22663,1147.2684,Medium Spender
22674,1147.2684,Medium Spender
22712,1147.2684,Medium Spender
22790,1147.2684,Medium Spender
22876,1147.2684,Medium Spender
23136,1147.2684,Medium Spender
23222,1147.2684,Medium Spender
23339,1147.2684,Medium Spender
23463,1147.2684,Medium Spender
23507,1147.2684,Medium Spender
23708,1147.2684,Medium Spender
23837,1147.2684,Medium Spender
23905,1147.2684,Medium Spender
23908,1147.2684,Medium Spender
24018,1147.2684,Medium Spender
24033,1147.2684,Medium Spender
24049,1147.2684,Medium Spender
24057,1147.2684,Medium Spender
24328,1147.2684,Medium Spender
24330,1147.2684,Medium Spender
24402,1147.2684,Medium Spender
24698,1147.2684,Medium Spender
25451,1147.2684,Medium Spender
25610,1147.2684,Medium Spender
25728,1147.2684,Medium Spender
27009,1147.2684,Medium Spender
27690,1147.2684,Medium Spender
27762,1147.2684,Medium Spender
27786,1147.2684,Medium Spender
27910,1147.2684,Medium Spender
28119,1147.2684,Medium Spender
28133,1147.2684,Medium Spender
28160,1147.2684,Medium Spender
28195,1147.2684,Medium Spender
28209,1147.2684,Medium Spender
28312,1147.2684,Medium Spender
28318,1147.2684,Medium Spender
28325,1147.2684,Medium Spender
28438,1147.2684,Medium Spender
28508,1147.2684,Medium Spender
29027,1147.2684,Medium Spender
29345,1147.2684,Medium Spender
29391,1147.2684,Medium Spender
11014,1145.3562,Medium Spender
14054,1142.5848,Medium Spender
14073,1141.84,Medium Spender
14974,1137.969,Medium Spender
21602,1133.92,Medium Spender
23709,1133.92,Medium Spender
23811,1133.92,Medium Spender
23828,1133.92,Medium Spender
23887,1133.92,Medium Spender
24052,1133.92,Medium Spender
27511,1133.92,Medium Spender
28353,1133.92,Medium Spender
28477,1133.92,Medium Spender
29097,1133.92,Medium Spender
19714,1131.8452,Medium Spender
22684,1131.8452,Medium Spender
23032,1131.8452,Medium Spender
23080,1131.8452,Medium Spender
23990,1131.8452,Medium Spender
25591,1131.8452,Medium Spender
11113,1130.1094,Medium Spender
16213,1129.389,Medium Spender
14547,1127.921,Medium Spender
16613,1127.2824,Medium Spender
15762,1127.0762,Medium Spender
16666,1125.6615,Medium Spender
17808,1123.3704,Medium Spender
21004,1122.96,Medium Spender
21438,1122.96,Medium Spender
22892,1122.96,Medium Spender
23508,1122.96,Medium Spender
24022,1122.96,Medium Spender
25641,1122.96,Medium Spender
28307,1122.96,Medium Spender
29399,1122.96,Medium Spender
11862,1122.3,Medium Spender
13533,1121.4,Medium Spender
13466,1116.0972,Medium Spender
20090,1115.94,Medium Spender
20744,1115.94,Medium Spender
21013,1115.94,Medium Spender
21090,1115.94,Medium Spender
21487,1115.94,Medium Spender
21575,1115.94,Medium Spender
21576,1115.94,Medium Spender
22091,1115.94,Medium Spender
22153,1115.94,Medium Spender
22189,1115.94,Medium Spender
22250,1115.94,Medium Spender
22258,1115.94,Medium Spender
22300,1115.94,Medium Spender
22328,1115.94,Medium Spender
22466,1115.94,Medium Spender
22490,1115.94,Medium Spender
22587,1115.94,Medium Spender
22638,1115.94,Medium Spender
22689,1115.94,Medium Spender
22733,1115.94,Medium Spender
22760,1115.94,Medium Spender
22880,1115.94,Medium Spender
22885,1115.94,Medium Spender
23165,1115.94,Medium Spender
23183,1115.94,Medium Spender
23186,1115.94,Medium Spender
23386,1115.94,Medium Spender
23493,1115.94,Medium Spender
23881,1115.94,Medium Spender
23982,1115.94,Medium Spender
23991,1115.94,Medium Spender
24321,1115.94,Medium Spender
24327,1115.94,Medium Spender
24331,1115.94,Medium Spender
24336,1115.94,Medium Spender
25468,1115.94,Medium Spender
25486,1115.94,Medium Spender
25626,1115.94,Medium Spender
25731,1115.94,Medium Spender
26837,1115.94,Medium Spender
26870,1115.94,Medium Spender
27179,1115.94,Medium Spender
27862,1115.94,Medium Spender
27909,1115.94,Medium Spender
27953,1115.94,Medium Spender
28072,1115.94,Medium Spender
28132,1115.94,Medium Spender
28324,1115.94,Medium Spender
29099,1115.94,Medium Spender
29298,1115.94,Medium Spender
29299,1115.94,Medium Spender
29344,1115.94,Medium Spender
16109,1114.5568,Medium Spender
19883,1114.5568,Medium Spender
19990,1114.5568,Medium Spender
21610,1114.5568,Medium Spender
21648,1114.5568,Medium Spender
21741,1114.5568,Medium Spender
21903,1114.5568,Medium Spender
22139,1114.5568,Medium Spender
22874,1114.5568,Medium Spender
23144,1114.5568,Medium Spender
23444,1114.5568,Medium Spender
23520,1114.5568,Medium Spender
23860,1114.5568,Medium Spender
24873,1114.5568,Medium Spender
25675,1114.5568,Medium Spender
26372,1114.5568,Medium Spender
11086,1114.5462,Medium Spender
11116,1112.58,Medium Spender
13199,1112.3536,Medium Spender
11208,1111.46,Medium Spender
16615,1110.3,Medium Spender
18523,1106.3285,Medium Spender
19645,1106.0676,Medium Spender
19619,1104.95,Medium Spender
18186,1104.2052,Medium Spender
19574,1103.82,Medium Spender
12752,1102.9365,Medium Spender
24551,1101.1425,Medium Spender
11148,1101.0,Medium Spender
11965,1099.2276,Medium Spender
22334,1097.96,Medium Spender
24127,1097.96,Medium Spender
27894,1097.96,Medium Spender
14839,1097.9365,Medium Spender
12931,1097.6994,Medium Spender
20080,1097.2684,Medium Spender
22048,1097.2684,Medium Spender
23384,1097.2684,Medium Spender
23896,1097.2684,Medium Spender
23909,1097.2684,Medium Spender
28135,1097.2684,Medium Spender
16876,1096.989,Medium Spender
18054,1095.1452,Medium Spender
17855,1092.971,Medium Spender
27904,1091.542,Medium Spender
13182,1091.042,Medium Spender
15815,1088.2494,Medium Spender
17101,1085.2356,Medium Spender
14604,1081.2504,Medium Spender
12795,1080.66,Medium Spender
13505,1074.5476,Medium Spender
15402,1074.3782,Medium Spender
13604,1073.8638,Medium Spender
22925,1073.0556,Medium Spender
16106,1072.7904,Medium Spender
13544,1071.9624,Medium Spender
17479,1071.8405,Medium Spender
22773,1071.72,Medium Spender
11621,1071.3942,Medium Spender
13838,1071.12,Medium Spender
17410,1068.4675,Medium Spender
14217,1068.308,Medium Spender
21992,1067.6,Medium Spender
18285,1066.9704,Medium Spender
19399,1066.0824,Medium Spender
19389,1065.5175,Medium Spender
18884,1064.35,Medium Spender
18554,1062.05,Medium Spender
20582,1061.2425,Medium Spender
13125,1058.7438,Medium Spender
14223,1054.8365,Medium Spender
22737,1052.2,Medium Spender
14319,1051.579,Medium Spender
11951,1050.7072,Medium Spender
14724,1050.28,Medium Spender
17298,1047.15,Medium Spender
12603,1047.0095,Medium Spender
18713,1046.12,Medium Spender
14906,1043.46,Medium Spender
13815,1040.7156,Medium Spender
18305,1039.0452,Medium Spender
11829,1037.34,Medium Spender
15146,1037.2956,Medium Spender
21136,1035.2052,Medium Spender
12049,1033.3176,Medium Spender
14458,1031.4,Medium Spender
15922,1030.3704,Medium Spender
26898,1030.0365,Medium Spender
14307,1029.15,Medium Spender
17844,1029.15,Medium Spender
12753,1028.7,Medium Spender
14126,1026.9852,Medium Spender
13603,1025.9238,Medium Spender
14655,1024.6,Medium Spender
14278,1022.5865,Medium Spender
19629,1022.34,Medium Spender
11466,1017.73,Medium Spender
13005,1015.8,Medium Spender
24424,1014.28,Medium Spender
13423,1013.3238,Medium Spender
23060,1013.28,Medium Spender
22296,1012.821,Medium Spender
11180,1012.1424,Medium Spender
11682,1011.92,Medium Spender
13170,1011.76,Medium Spender
13639,1009.65,Medium Spender
17723,1007.16,Medium Spender
11763,1001.6867,Medium Spender
21518,1000.5675,Medium Spender
16517,1000.4375,Medium Spender
16518,1000.4375,Medium Spender
16521,1000.4375,Medium Spender
16522,1000.4375,Medium Spender
16523,1000.4375,Medium Spender
16528,1000.4375,Medium Spender
16928,1000.4375,Medium Spender
17725,1000.4375,Medium Spender
17734,1000.4375,Medium Spender
17910,1000.4375,Medium Spender
17911,1000.4375,Medium Spender
17914,1000.4375,Medium Spender
17921,1000.4375,Medium Spender
17925,1000.4375,Medium Spender
18334,1000.4375,Medium Spender
18464,1000.4375,Medium Spender
18571,1000.4375,Medium Spender
18641,1000.4375,Medium Spender
19118,1000.4375,Medium Spender
19159,1000.4375,Medium Spender
19167,1000.4375,Medium Spender
19201,1000.4375,Medium Spender
19211,1000.4375,Medium Spender
19530,1000.4375,Medium Spender
19536,1000.4375,Medium Spender
19539,1000.4375,Medium Spender
19678,1000.4375,Medium Spender
19983,1000.4375,Medium Spender
20032,1000.4375,Medium Spender
20068,1000.4375,Medium Spender
20097,1000.4375,Medium Spender
20110,1000.4375,Medium Spender
20193,1000.4375,Medium Spender
20196,1000.4375,Medium Spender
20374,1000.4375,Medium Spender
20400,1000.4375,Medium Spender
20735,1000.4375,Medium Spender
20767,1000.4375,Medium Spender
20857,1000.4375,Medium Spender
20877,1000.4375,Medium Spender
20895,1000.4375,Medium Spender
20901,1000.4375,Medium Spender
20926,1000.4375,Medium Spender
21051,1000.4375,Medium Spender
21052,1000.4375,Medium Spender
21264,1000.4375,Medium Spender
21282,1000.4375,Medium Spender
21300,1000.4375,Medium Spender
21310,1000.4375,Medium Spender
21323,1000.4375,Medium Spender
21327,1000.4375,Medium Spender
21330,1000.4375,Medium Spender
21484,1000.4375,Medium Spender
21586,1000.4375,Medium Spender
21598,1000.4375,Medium Spender
21607,1000.4375,Medium Spender
21641,1000.4375,Medium Spender
21788,1000.4375,Medium Spender
21807,1000.4375,Medium Spender
21919,1000.4375,Medium Spender
21922,1000.4375,Medium Spender
21923,1000.4375,Medium Spender
21924,1000.4375,Medium Spender
21931,1000.4375,Medium Spender
22062,1000.4375,Medium Spender
22140,1000.4375,Medium Spender
22643,1000.4375,Medium Spender
22669,1000.4375,Medium Spender
23232,1000.4375,Medium Spender
23907,1000.4375,Medium Spender
23938,1000.4375,Medium Spender
23940,1000.4375,Medium Spender
24019,1000.4375,Medium Spender
24200,1000.4375,Medium Spender
24202,1000.4375,Medium Spender
24712,1000.4375,Medium Spender
25308,1000.4375,Medium Spender
25480,1000.4375,Medium Spender
25488,1000.4375,Medium Spender
25553,1000.4375,Medium Spender
26316,1000.4375,Medium Spender
26482,1000.4375,Medium Spender
26496,1000.4375,Medium Spender
26503,1000.4375,Medium Spender
26504,1000.4375,Medium Spender
26512,1000.4375,Medium Spender
26572,1000.4375,Medium Spender
26582,1000.4375,Medium Spender
26615,1000.4375,Medium Spender
27127,1000.4375,Medium Spender
27586,1000.4375,Medium Spender
27695,1000.4375,Medium Spender
27697,1000.4375,Medium Spender
27775,1000.4375,Medium Spender
27797,1000.4375,Medium Spender
27800,1000.4375,Medium Spender
27928,1000.4375,Medium Spender
15216,999.6372,Low Spender
14199,999.3252,Low Spender
18637,994.4,Low Spender
22075,993.8385,Low Spender
22134,993.8385,Low Spender
23614,993.8385,Low Spender
11125,993.2867,Low Spender
19839,993.021,Low Spender
11199,990.0,Low Spender
19541,989.3742,Low Spender
15236,989.313,Low Spender
16690,988.521,Low Spender
18278,987.871,Low Spender
16665,983.82,Low Spender
18078,983.744,Low Spender
15577,980.3805,Low Spender
14446,978.4686,Low Spender
16959,973.92,Low Spender
11074,973.7294,Low Spender
17305,971.5704,Low Spender
20740,971.4285,Low Spender
15310,970.24,Low Spender
18032,968.8885,Low Spender
18280,968.0365,Low Spender
18756,966.6,Low Spender
18492,964.7368,Low Spender
18262,963.452,Low Spender
12692,962.6,Low Spender
19569,962.35,Low Spender
15102,961.2972,Low Spender
15856,959.042,Low Spender
15034,957.6845,Low Spender
24864,957.2,Low Spender
12564,956.258,Low Spender
11717,955.621,Low Spender
16009,954.3372,Low Spender
12372,954.0461,Low Spender
14540,952.9865,Low Spender
14784,952.9865,Low Spender
18524,951.9492,Low Spender
19973,950.28,Low Spender
20104,948.3,Low Spender
14553,947.871,Low Spender
14518,946.092,Low Spender
12933,945.6846,Low Spender
16174,944.52,Low Spender
23475,944.45,Low Spender
14522,942.821,Low Spender
12566,941.5285,Low Spender
16847,941.242,Low Spender
15581,939.3252,Low Spender
12344,939.0972,Low Spender
12746,938.94,Low Spender
13623,938.1,Low Spender
13041,937.871,Low Spender
19817,937.3104,Low Spender
11164,936.18,Low Spender
13615,934.013,Low Spender
14013,933.8385,Low Spender
14682,933.8385,Low Spender
16295,933.8385,Low Spender
23470,933.2652,Low Spender
13535,932.04,Low Spender
16584,931.192,Low Spender
12964,929.58,Low Spender
11725,929.0,Low Spender
17482,927.821,Low Spender
26261,926.16,Low Spender
29417,926.16,Low Spender
27325,922.5092,Low Spender
17297,922.263,Low Spender
14858,921.0336,Low Spender
13026,919.9865,Low Spender
16489,918.6324,Low Spender
11178,917.9052,Low Spender
19618,916.092,Low Spender
14209,915.76,Low Spender
13981,915.421,Low Spender
11781,914.5635,Low Spender
11838,912.969,Low Spender
23132,912.64,Low Spender
17409,911.48,Low Spender
14717,911.192,Low Spender
